35962	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	노컷뉴스	박정환	박정환(노컷뉴스)	사회	2026-03-31 23:19:00	유튜버 쯔양 스토킹·협박 혐의' 가세연 김세의 불구속기소	https://n.news.naver.com/mnews/article/079/0004131320?sid=102	https://www.nocutnews.co.kr/news/6494416?utm_source=naver&utm_medium=article&utm_campaign=20260331111821
35963	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	아이뉴스24	김다운	김다운(아이뉴스24)	사회	2026-03-31 21:18:00	검찰  쯔양 스토킹·협박 혐의 '가세연' 김세의 불구속 기소	https://n.news.naver.com/mnews/article/031/0001018555?sid=102	http://www.inews24.com/view/1955616
35117	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	한국일보	장수현	장수현(한국일보)	사회	2026-03-31 19:29:00	쯔양 명예훼손' 유튜버 김세의  스토킹·협박혐의 기소	https://n.news.naver.com/mnews/article/469/0000922838?sid=102	https://www.hankookilbo.com/news/article/A2026033119010000769?did=NA
35118	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	경기일보	김동식	김동식(경기일보)	사회	2026-03-31 19:18:00	‘쯔양 협박·스토킹’ 혐의로 가세연 김세의 기소	https://n.news.naver.com/mnews/article/666/0000101404?sid=102	https://www.kyeonggi.com/article/20260331580697
35119	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	부산일보	성규환	성규환(부산일보)	사회	2026-03-31 19:16:00	검찰  유튜버 쯔양 스토킹·협박 혐의 가세연 김세의 불구속기소	https://n.news.naver.com/mnews/article/082/0001373716?sid=102	https://www.busan.com/view/busan/view.php?code=2026033118261641119
35120	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	중앙일보	현예슬	현예슬(중앙일보)	사회	2026-03-31 19:14:00	가세연 김세의 불구속기소…유튜버 쯔양 스토킹·협박 혐의	https://n.news.naver.com/mnews/article/025/0003513058?sid=102	https://www.joongang.co.kr/article/25416442
35121	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	한겨레	김지은	김지은(한겨레)	사회	2026-03-31 18:52:00	‘가세연’ 김세의  유튜버 쯔양 스토킹·협박 혐의로 불구속 기소	https://n.news.naver.com/mnews/article/028/0002798572?sid=102	https://www.hani.co.kr/arti/society/society_general/1252017.html
35122	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	경향신문	유선희	유선희(경향신문)	사회	2026-03-31 18:43:00	‘쯔양 스토킹·명예훼손·협박’ 가세연 김세의 재판행···검찰  불구...	https://n.news.naver.com/mnews/article/032/0003436862?sid=102	https://www.khan.co.kr/article/202603311843001
35123	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	TV조선	정은아	정은아(TV조선)	사회	2026-03-31 18:37:00	檢  쯔양 스토킹·협박 혐의 가세연 김세의 불구속기소	https://n.news.naver.com/mnews/article/448/0000600448?sid=102	https://news.tvchosun.com/site/data/html_dir/2026/03/31/2026033190290.html
35124	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	아시아경제	장보경	장보경(아시아경제)	사회	2026-03-31 18:33:00	검찰  '유튜버 쯔양 스토킹·협박' 가세연 김세의 불구속기소	https://n.news.naver.com/mnews/article/277/0005742911?sid=102	https://view.asiae.co.kr/article/2026033118331253283
35125	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	SBS	신용일	신용일(SBS)	사회	2026-03-31 18:28:00	검찰  '유튜버 쯔양' 스토킹·협박 혐의 가세연 김세의 불구속기소	https://n.news.naver.com/mnews/article/055/0001344753?sid=102	https://news.sbs.co.kr/news/endPage.do?news_id=N1008499860&plink=ORI&cooper=NAVER
35126	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	MBC	송정훈	송정훈(MBC)	사회	2026-03-31 18:28:00	검찰  '쯔양 스토킹·협박' 가세연 김세의 불구속 기소	https://n.news.naver.com/mnews/article/214/0001489794?sid=102	https://imnews.imbc.com/news/2026/society/article/6811651_36918.html
35127	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	헤럴드경제	박혜원	박혜원(헤럴드경제)	사회	2026-03-31 18:24:00	“후원금 모으려 협박 방송” 김세의 가세연 대표  쯔양 스토킹 혐의로...	https://n.news.naver.com/mnews/article/016/0002622513?sid=102	https://biz.heraldcorp.com/article/10706962?ref=naver
35128	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	서울신문	고혜지	고혜지(서울신문)	사회	2026-03-31 18:24:00	가세연 김세의  유튜버 쯔양 명예훼손·스토킹·협박 혐의로 불구속기소	https://n.news.naver.com/mnews/article/081/0003631122?sid=102	https://www.seoul.co.kr/news/society/2026/03/31/20260331500313?wlog_tag3=naver
35129	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	강원도민일보	김동화	김동화(강원도민일보)	사회	2026-03-31 18:21:00	가세연 김세의  유튜버 '쯔양' 스토킹·협박 혐의 불구속기소	https://n.news.naver.com/mnews/article/654/0000173282?sid=102	https://www.kado.net/news/articleView.html?idxno=2041878
35130	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	데일리안	황인욱	황인욱(데일리안)	사회	2026-03-31 18:20:00	檢  유튜버 쯔양 '스토킹·협박' 가세연 김세의 불구속기소	https://n.news.naver.com/mnews/article/119/0003075485?sid=102	https://www.dailian.co.kr/news/view/1627930/?sc=Naver
35132	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	매일경제	류영상	류영상(매일경제)	사회	2026-03-31 18:15:00	쯔양 스토킹·협박 혐의 가세연 김세의 불구속기소…“악성 콘텐츠 엄정...	https://n.news.naver.com/mnews/article/009/0005659046?sid=102	https://www.mk.co.kr/article/12003926
35396	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	파이낸셜뉴스	김예지	김예지(파이낸셜뉴스)	사회	2026-03-31 18:11:00	檢  '쯔양 스토킹·협박' 김세의 보완수사 끝에 기소	https://n.news.naver.com/mnews/article/014/0005500378?sid=102	http://www.fnnews.com/news/202603301731277970
35134	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	서울경제	노우리	노우리(서울경제)	사회	2026-03-31 18:07:00	檢  ‘쯔양 스토킹·명예훼손·협박’ 가세연 김세의 불구속 기소	https://n.news.naver.com/mnews/article/011/0004605614?sid=102	https://www.sedaily.com/article/20026605?ref=naver
35135	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	연합뉴스	권희원	권희원(연합뉴스)	사회	2026-03-31 18:04:00	검찰  유튜버 쯔양 스토킹·협박 혐의 가세연 김세의 불구속기소	https://n.news.naver.com/mnews/article/001/0015993636?sid=102	https://www.yna.co.kr/view/AKR20260331182800004?input=1195m
35136	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	KBS	정해주	정해주(KBS)	사회	2026-03-31 18:02:00	‘유튜버 쯔양 스토킹·협박’ 가세연 김세의 불구속 기소	https://n.news.naver.com/mnews/article/056/0012152895?sid=102	https://news.kbs.co.kr/news/pc/view/view.do?ncd=8523151&ref=A
35137	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	머니투데이	양윤우	양윤우(머니투데이)	사회	2026-03-31 18:02:00	검찰  '쯔양 스토킹·명예훼손·협박 혐의' 김세의 가세연 대표 기소	https://n.news.naver.com/mnews/article/008/0005337876?sid=102	https://www.mt.co.kr/society/2026/03/31/2026033117545420646
35138	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	뉴시스	홍연우	홍연우(뉴시스)	사회	2026-03-31 18:00:00	가세연 김세의  유튜버 '쯔양' 명예훼손 등 혐의로 재판행	https://n.news.naver.com/mnews/article/003/0013858199?sid=102	https://www.newsis.com/view/NISX20260331_0003572159
35139	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	조선일보	강지은	강지은(조선일보)	사회	2026-03-31 17:55:00	‘유튜버 쯔양 스토킹·협박’ 가세연 김세의 불구속 기소	https://n.news.naver.com/mnews/article/023/0003967991?sid=102	https://www.chosun.com/national/court_law/2026/03/31/OMDVZQMGFVC3PPMHO7W5O5OL3E/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
35140	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	YTN	임예진	임예진(YTN)	사회	2026-03-31 17:55:00	유튜버 쯔양 협박·명예훼손' 가세연 김세의 불구속 기소	https://n.news.naver.com/mnews/article/052/0002334536?sid=102	https://www.ytn.co.kr/_ln/0103_202603311755164024
35141	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	뉴스1	정윤미	정윤미(뉴스1)	사회	2026-03-31 17:51:00	가세연 김세의  쯔양 스토킹·명예훼손·협박 혐의 재판행	https://n.news.naver.com/mnews/article/421/0008861314?sid=102	https://www.news1.kr/society/court-prosecution/6120681
35142	검찰, 쯔양 스토킹·협박 혐의 가세연 김세의 기소	이데일리	백주아	백주아(이데일리)	사회	2026-03-31 17:35:00	[속보]쯔양 허위사실 유포·사생활 폭로 가세연 김세의 재판行	https://n.news.naver.com/mnews/article/018/0006246674?sid=102	http://www.edaily.co.kr/news/newspath.asp?newsid=05520246645388896																6123	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	이데일리	김가영	김가영(이데일리)	연예	2025-06-23 17:14:00	김수현  가세연·김새론 유족 무고 혐의로 추가 고소 "AI로 녹취 위조"[...	https://m.entertain.naver.com/article/018/0006047084	http://starin.edaily.co.kr/news/newspath.asp?newsid=01371046642204672
6083	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	매일신문	심헌재	심헌재(매일신문)	사회	2025-06-24 21:41:00	김수현  故김새론 유족·가세연 '무고' 혐의로 추가 고소	https://n.news.naver.com/mnews/article/088/0000955283?sid=102	https://www.imaeil.com/page/view/2025062421402590427	088/0000955283
8113	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	TV조선	임희원	임희원(TV조선)	사회	2025-06-24 13:49:00	김수현  가세연 운영자·김새론 유족 무고죄로 추가 고소	https://n.news.naver.com/mnews/article/448/0000537418?sid=102	https://news.tvchosun.com/site/data/html_dir/2025/06/24/2025062490125.html	448/0000537418
6084	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	서울경제	임혜린	임혜린(서울경제)	연예	2025-06-24 13:17:00	40억 회유에 킬러까지?…김수현  가세연·故 김새론 유족 무고 혐의 추...	https://m.entertain.naver.com/article/011/0004500743	https://www.sedaily.com/NewsView/2GU76IX571	011/0004500743
6088	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	동행미디어 시대	김유림	김유림(동행미디어 시대)	사회	2025-06-24 8:06:00	허무맹랑한 주장… 김수현  가세연·김새론 유족 '무고죄' 고소	https://n.news.naver.com/mnews/article/417/0001084929?sid=102	https://www.moneys.co.kr/article/2025062408001179958	417/0001084929
6089	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	스포츠동아	홍세영	홍세영(스포츠동아)	연예	2025-06-24 7:59:00	김수현 측 “‘가세연’ 운영자·김새론 유족  무고로 고소” (전문)[공...	https://m.entertain.naver.com/article/382/0001205621	https://sports.donga.com/ent/article/all/20250624/131868031/1	382/0001205621
6090	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	세계일보	소진영	소진영(세계일보)	사회	2025-06-24 6:04:00	김수현  가세연·김새론 유족 무고죄 추가 고소	https://n.news.naver.com/mnews/article/022/0004045976?sid=102	http://www.segye.com/newsView/20250623518025?OutUrl=naver	022/0004045976
6306	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	파이낸셜뉴스	안가을	안가을(파이낸셜뉴스)	사회	2025-06-24 4:20:00	김수현 측  가세연 김세의·김새론 유족 추가 고소... '무고 혐의'	https://n.news.naver.com/mnews/article/014/0005367140?sid=102	http://www.fnnews.com/news/202506232026203617	014/0005367140
8115	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	매일경제	지승훈	지승훈(매일경제)	연예	2025-06-23 17:22:00	“증거 위조됐다” 김수현 측  故 김새론 유족 측 무고 혐의로 고소	https://m.entertain.naver.com/article/009/0005513402	https://www.mk.co.kr/article/11350225	009/0005513402
3878	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	파이낸셜뉴스	신진아	신진아(파이낸셜뉴스)	생활/문화	2025-06-23 23:12:00	김수현 측 "킬러 고용 제보자 살해 시도" 주장 가세연..'무고죄' 추가 고...	https://n.news.naver.com/mnews/article/014/0005367135?sid=103	http://www.fnnews.com/news/202506232256510512	014/0005367135
6123	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	이데일리	김가영	김가영(이데일리)	연예	2025-06-23 17:14:00	김수현  가세연·김새론 유족 무고 혐의로 추가 고소 "AI로 녹취 위조"[...	https://m.entertain.naver.com/article/018/0006047084	http://starin.edaily.co.kr/news/newspath.asp?newsid=01371046642204672	018/0006047084
6093	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	국민일보	권남영	권남영(국민일보)	연예	2025-06-23 20:36:00	김수현  故김새론 유족·가세연 추가 고소…‘무고’ 혐의	https://m.entertain.naver.com/article/005/0001785073	https://www.kmib.co.kr/article/view.asp?arcid=0028294884&code=61181111&cp=nv	005/0001785073
6094	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	조선비즈	박숙현	박숙현(조선비즈)	사회	2025-06-23 20:28:00	배우 김수현  가세연 김세의·故 김새론 유족 무고죄로 추가 고소	https://n.news.naver.com/mnews/article/366/0001087285?sid=102	https://biz.chosun.com/topics/topics_social/2025/06/23/BNXTSJEQUVH7PPGKFHUJEMWMUM/?utm_source=naver&utm_medium=original&utm_campaign=biz	366/0001087285
6095	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	아시아경제	오수연	오수연(아시아경제)	사회	2025-06-23 20:14:00	김수현 측  가세연·김새론 유족 무고 혐의 고소	https://n.news.naver.com/mnews/article/277/0005611948?sid=102	https://view.asiae.co.kr/article/2025062320140703943	277/0005611948
6096	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	스포츠월드	정가영	정가영(스포츠월드)	연예	2025-06-23 20:11:00	“위조된 증거로 범죄”…김수현 측  김세의·故 김새론 유족 추가 고소...	https://m.entertain.naver.com/article/396/0000713148	https://www.sportsworldi.com/newsView/20250623517812	396/0000713148
6097	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	디스패치	김소정	김소정(디스패치)	연예	2025-06-23 20:01:00	가짜 녹취로 무고했다…김수현  김세의 '또' 고소	https://m.entertain.naver.com/article/433/0000117675	http://www.dispatch.co.kr/2326158	433/0000117675
5357	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	YTN	최보란	최보란(YTN)	연예	2025-06-23 17:23:00	김수현  가세연·고 김새론 유족 '무고 혐의'로 추가 고소	https://m.entertain.naver.com/article/052/0002209614	https://star.ytn.co.kr/_sn/0117_202506231723494365	052/0002209614
6307	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	스포츠동아	이승미	이승미(스포츠동아)	연예	2025-06-23 18:43:00	김수현  故김새론 유족 ‘무고 혐의’로 고소…“위조된 증거”	https://m.entertain.naver.com/article/382/0001205573	https://sports.donga.com/ent/article/all/20250623/131865965/1	382/0001205573
6308	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	아이뉴스24	김다운	김다운(아이뉴스24)	사회	2025-06-23 18:33:00	김수현  가세연·김새론 유족 무고죄로 추가 고소	https://n.news.naver.com/mnews/article/031/0000942654?sid=102	http://www.inews24.com/view/1857638	031/0000942654
6315	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	마이데일리	이승길	이승길(마이데일리)	연예	2025-06-23 17:03:00	[공식] 김수현 측  가세연·故 김새론 유족 고소·고발 "허무맹랑한 허...	https://m.entertain.naver.com/article/117/0003956821	https://www.mydaily.co.kr/page/view/2025062316582383950	117/0003956821
6100	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	OSEN	연휘선	연휘선(OSEN)	연예	2025-06-23 18:30:00	김수현  故김새론 유족·가세연 120억 손배소 이어 '무고' 추가 고소 [종...	https://m.entertain.naver.com/article/109/0005335077	http://www.osen.co.kr/article/G1112598620	109/0005335077
6102	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	뉴스엔	배효주	배효주(뉴스엔)	연예	2025-06-23 18:24:00	“AI 딥보이스  허무맹랑한 허위” 김수현  가세연·故김새론 유족 추가...	https://m.entertain.naver.com/article/609/0001001463	https://www.newsen.com/news_view.php?uid=202506231814176710	609/0001001463
6104	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	헤럴드경제	서병기	서병기(헤럴드경제)	생활/문화	2025-06-23 18:18:00	김수현·골드메달리스트  허위사실 유포 혐의로 가세연 추가 고소·고발	https://n.news.naver.com/mnews/article/016/0002489075?sid=103	https://biz.heraldcorp.com/article/10515905?ref=naver	016/0002489075
6313	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	MBC연예	백승훈	백승훈(MBC연예)	연예	2025-06-23 17:11:00	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고" [전문]	https://m.entertain.naver.com/article/408/0000270530	http://enews.imbc.com/News/RetrieveNewsInfo/466036	408/0000270530
6106	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	MHN스포츠	정에스더	정에스더(MHN스포츠)	연예	2025-06-23 18:00:00	김수현  가세연-故김새론 유족 또 고소했다 "증거 위조  중대 범죄...명...	https://m.entertain.naver.com/article/445/0000312211	https://www.mhnse.com/news/articleView.html?idxno=416689	445/0000312211
6309	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	아이즈	이덕행	이덕행(아이즈)	연예	2025-06-23 17:57:00	김수현  가세연·故 김새론 유족 '무고 혐의' 추가 고소	https://m.entertain.naver.com/article/465/0000011710	https://www.ize.co.kr/news/articleView.html?idxno=68636	465/0000011710
6108	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	노컷뉴스	김수정	김수정(노컷뉴스)	생활/문화	2025-06-23 17:52:00	김수현 측  가세연 김세의와 故김새론 유족 무고 혐의 고소	https://n.news.naver.com/mnews/article/079/0004037615?sid=103	https://www.nocutnews.co.kr/news/6359013?utm_source=naver&utm_medium=article&utm_campaign=20250623055156	079/0004037615
6310	김수현 측 가세연·김새론 유족 추가 고소 "명백한 무고"	헤럴드경제	김주리	김주리(헤럴드경제)	사회	2025-06-23 17:44:00	김수현  故 김새론 유족 무고죄 고소했다…“허무맹랑한 허위사실”	https://n.news.naver.com/mnews/article/016/0002489064?sid=102	https://biz.heraldcorp.com/article/10515882?ref=naver	016/0002489064
